station,Date,Present_Tmax,Present_Tmin,LDAPS_RHmin,LDAPS_RHmax,LDAPS_Tmax_lapse,LDAPS_Tmin_lapse,LDAPS_WS,LDAPS_LH,LDAPS_CC1,LDAPS_CC2,LDAPS_CC3,LDAPS_CC4,LDAPS_PPT1,LDAPS_PPT2,LDAPS_PPT3,LDAPS_PPT4,lat,lon,DEM,Slope,Solar radiation,Next_Tmax,Next_Tmin
25,2017-08-15,24.9,21.5,64.96922302,84.66466522,24.93298692,21.60270003,10.84726616,19.5093959,0.544305321,0.586450895,0.541743982,0.478262187,0.101636725,0,0,0,37.5237,126.97,19.5844,0.2713,4994.416992,27.7,20.8
1,2017-08-16,24,18.8,71.94239044,89.92824554,26.18456631,20.88688488,10.173008,84.55725733,0.461498033,0.167935756,0.247143639,0.298590832,0.054027813,0,0,0,37.6046,126.991,212.335,2.785,5119.919922,25.4,19.1
2,2017-08-16,25,20.3,65.52465057,86.42120361,27.96502957,22.24269553,5.348755985,41.3044221,0.533590023,0.249833435,0.272211002,0.309607621,0.07544292,0,0,0,37.6046,127.032,44.7624,0.5141,4974.867188,28,20.3
3,2017-08-16,25.5,20.8,62.03698349,86.25891876,28.62380219,22.24446207,6.025579989,22.91385321,0.560238636,0.22640479,0.277978406,0.324758776,0.165875358,0,0,0,37.5776,127.058,33.3068,0.2661,4969.604004,28.1,20.9
4,2017-08-16,26,20.9,74.42510986,94.02199554,26.71703188,21.4169907,6.394359599,84.73048417,0.46522607,0.231148244,0.266441557,0.29130322,0.040292353,0,0,0,37.645,127.022,45.716,2.5348,4960.18457,28.8,21.5
5,2017-08-16,25.8,20.3,73.06512451,92.37004852,26.87811513,21.52727743,6.580268204,71.32789373,0.578421641,0.304279729,0.300094044,0.310502258,0.618169412,0,0,0,37.5507,127.135,35.038,0.5055,4958.898438,27.9,20.4
6,2017-08-16,26.8,20.8,64.79071045,88.93386841,28.08364157,22.25935625,6.76282684,46.5617516,0.496469502,0.224900407,0.251515264,0.266675438,0.381559567,0,0,0,37.5102,127.042,54.6384,0.1457,4972.712891,28.5,21.1
7,2017-08-16,26.6,21.2,67.56884766,90.8724823,27.72319656,22.78253871,6.382870078,97.94219192,0.465328095,0.265855173,0.224167191,0.242679759,0,0,0,0,37.5776,126.838,12.37,0.0985,4952.109863,28.2,22
8,2017-08-16,26.4,20.6,62.06217957,86.30797577,28.81807286,22.42830088,7.654096584,52.28977203,0.469496266,0.219770935,0.196886066,0.279630897,0.038037563,0,0,0,37.4697,126.91,52.518,1.5629,4955.319824,28.7,21.9
9,2017-08-16,26.6,21,64.89263153,86.61885071,27.88729304,22.45465779,7.157599529,83.04860409,0.417520495,0.263137441,0.259820062,0.250570384,0,0,0,0,37.4967,126.826,50.9312,0.4125,4982.36377,28.9,21.8
10,2017-08-16,25.8,20.5,66.67641449,92.58503723,27.31858289,20.95410566,7.976722578,55.24205359,0.458464095,0.170572675,0.168448838,0.257599651,0.152638173,0,0,0,37.4562,126.955,208.507,5.1782,4915.099121,26.9,21.1
11,2017-08-16,26.7,20.4,66.2853775,89.2457428,27.8994372,22.26310126,6.633602877,40.57088327,0.572764462,0.266446583,0.29065136,0.31974015,0.390521782,0,0,0,37.5372,127.085,28.7,0.6233,4975.310547,28.2,20.6
12,2017-08-16,25.2,19.1,61.91382599,85.41516876,28.48627515,21.79244332,8.560987075,25.59362411,0.487331046,0.17346107,0.239818943,0.271609656,0.155522327,0,0,0,37.5507,126.988,132.118,0.5931,5019.580078,27.5,19.5
13,2017-08-16,26.1,21,65.68078613,87.22901154,27.73542394,21.96178691,5.86271141,40.58377222,0.566228224,0.273336556,0.298666015,0.344217076,0.25449239,0,0,0,37.5776,127.083,59.8324,2.6865,4951.04834,29,21.1
14,2017-08-16,26.2,20.8,58.41706467,84.62873077,29.6261328,22.84561418,8.014237324,22.65553031,0.468192312,0.222451073,0.183868547,0.28994231,0.101375138,0,0,0,37.4967,126.927,30.968,0.618,4958.466797,29,21.7
15,2017-08-16,26.1,20.7,58.75410843,82.19114685,29.57395182,22.77483075,8.419213812,25.69725899,0.47112216,0.20559111,0.241956839,0.280828175,0.121684212,0,0,0,37.5507,126.937,30.0464,0.8552,4978.878418,28.9,21.3
16,2017-08-16,25.8,20.6,66.64302063,91.62867737,27.60339377,21.67038538,7.046803951,66.65544868,0.424769285,0.148241078,0.187706885,0.243430197,0.292135944,0,0,0,37.4697,126.995,82.2912,2.2579,4930.931152,27.5,21.2
17,2017-08-16,25.4,20.2,69.98600769,90.86664581,27.29365394,21.55478037,5.214022944,69.95168396,0.548263813,0.290155018,0.314074736,0.305939437,0.226414784,0,0,0,37.6181,127.099,53.4712,0.697,4973.395996,28.4,20.3
18,2017-08-16,27.1,21,67.36578369,89.7315979,27.61195291,21.94849315,6.620953341,71.79184516,0.476901406,0.220732799,0.208530457,0.251250021,0.405279442,0,0,0,37.4832,127.024,56.4448,1.2313,4953.190918,29.1,21.5
19,2017-08-16,26.2,20.6,62.3223877,82.22998047,28.55330079,22.47585579,8.630659958,48.17588007,0.472108838,0.224806918,0.268047397,0.305481599,0.079559932,0,0,0,37.5776,126.938,75.0924,1.7678,5004.824219,27.8,21.3
20,2017-08-16,25.3,20.4,75.95199585,94.90065765,26.03731847,20.7939751,8.686663727,78.86477971,0.466074428,0.180197667,0.252951949,0.274772996,0.056465041,0,0,0,37.6181,127.004,146.554,4.7296,5058.948242,28.4,20.8
21,2017-08-16,26.2,21,60.41818237,86.7748642,29.04449688,22.29820541,7.087200344,22.27362015,0.556026874,0.199016101,0.257489464,0.284038603,0.224215669,0,0,0,37.5507,127.04,26.298,0.5721,4966.347656,28.4,21.4
22,2017-08-16,26.9,21.1,68.45172882,90.55594635,27.52405403,22.15322707,6.01519978,58.34180641,0.562593992,0.243307135,0.284716458,0.281487419,0.490097288,0,0,0,37.5102,127.086,21.9668,0.1332,4954.191406,28.5,21.2
23,2017-08-16,27,21.4,61.60771942,82.62339783,28.93799621,22.9208853,7.756562452,60.28861475,0.445715906,0.252694713,0.201790007,0.279000456,0.020202748,0,0,0,37.5372,126.891,15.5876,0.1554,4954.847656,28.5,22.1
24,2017-08-16,27.2,21.4,59.81854248,82.13752747,29.4023076,22.99707254,7.94575721,40.72932601,0.463403259,0.249296674,0.196730029,0.281998736,0.051333616,0,0,0,37.5237,126.909,17.2956,0.2223,4950.97168,29,22.2
25,2017-08-16,26.9,20.8,59.07433701,85.19126129,29.53688988,22.83563143,8.00917997,19.64873836,0.473189642,0.190000935,0.223898522,0.25474762,0.174886401,0,0,0,37.5237,126.97,19.5844,0.2713,4961.73584,28.3,21.5
1,2017-08-17,25.2,19.2,70.25183868,93.52371979,26.17069025,21.79733255,6.140344729,71.1751196,0.215370177,0.467883969,0.43208695,0.074309812,0,0,0,0,37.6046,126.991,212.335,2.785,5087.199707,26.7,21.3
2,2017-08-17,27.6,20.5,60.32694244,84.64955902,28.40222538,23.48411788,4.162334035,42.42746131,0.288029813,0.534702478,0.3759986,0.115249661,0,0,0,0,37.6046,127.032,44.7624,0.5141,4941.63623,29,22.1
3,2017-08-17,27.6,21,52.66977692,84.78369141,29.65549362,23.54129801,4.687589933,17.62910368,0.284391532,0.5111109,0.386863798,0.140004914,0,0,0,0,37.5776,127.058,33.3068,0.2661,4936.391113,28.9,23.4
4,2017-08-17,27.8,21.6,73.36456299,96.38697052,26.89602546,22.53511697,4.559442073,72.63513509,0.287063898,0.560212134,0.368392623,0.063997086,0,0,0,0,37.645,127.022,45.716,2.5348,4926.958008,29.8,23.2
5,2017-08-17,27.6,20.4,62.42144775,90.38098907,28.1412158,23.0516423,4.752943108,73.49916577,0.284555211,0.477021337,0.467533657,0.106430978,0,0,0,0,37.5507,127.135,35.038,0.5055,4925.497559,29.3,22.7
6,2017-08-17,28.4,21.2,56.58866501,89.17702484,28.98027071,23.69561315,4.846750379,38.42272838,0.26323817,0.449103584,0.397240831,0.073455434,0,0,0,0,37.5102,127.042,54.6384,0.1457,4939.288086,29.7,23.9
7,2017-08-17,27.7,22.1,70.61483002,94.38012695,27.10245866,24.11585827,3.790231486,80.43174974,0.33176989,0.547703858,0.419294623,0.04973707,0,0,0,0,37.5776,126.838,12.37,0.0985,4918.818848,30.2,23.7
8,2017-08-17,28.2,22.1,63.09045792,91.65535736,27.98485345,23.51617848,4.107124567,39.38995494,0.192178384,0.440456255,0.384671611,0.023752475,0,0,0,0,37.4697,126.91,52.518,1.5629,4921.686035,30.8,23.6
9,2017-08-17,27.7,21.9,67.05040741,94.9132309,27.56651519,22.88956771,3.890174031,63.52309116,0.213181678,0.483809394,0.393615923,0.044836588,0,0,0,0,37.4967,126.826,50.9312,0.4125,4949.122559,30.8,22.6
10,2017-08-17,26.7,21.2,63.93164063,89.59251404,26.91807278,22.85698918,4.265457292,42.95299931,0.221372554,0.409180812,0.395780734,0.030303097,0,0,0,0,37.4562,126.955,208.507,5.1782,4879.457031,29.1,21.6
11,2017-08-17,27.7,20.8,53.17953873,85.84075165,29.47494338,23.76019884,4.970792025,33.24151738,0.264620704,0.44674656,0.42422834,0.107868629,0,0,0,0,37.5372,127.085,28.7,0.6233,4942.246582,29.8,23.1
12,2017-08-17,27.4,19.6,56.41784287,88.33045959,28.81371276,23.33329213,5.320130895,20.8128082,0.262912577,0.490451003,0.505067085,0.110487132,0,0,0,0,37.5507,126.988,132.118,0.5931,4986.005371,30.4,22.1
13,2017-08-17,27.9,21.2,54.20592499,83.12857056,29.14955869,23.37550222,4.769476573,32.16935722,0.296559835,0.521341951,0.452861555,0.132387907,0,0,0,0,37.5776,127.083,59.8324,2.6865,4917.379883,30.1,23.6
14,2017-08-17,28.1,21.9,59.19824982,89.10128784,29.36049388,24.00668275,4.249582082,20.6569402,0.238165157,0.466178563,0.451628812,0.053782144,0,0,0,0,37.4967,126.927,30.968,0.618,4925.100098,29.8,23.4
15,2017-08-17,28.1,21.5,57.66900635,88.83916473,29.14961997,24.22682735,5.202470203,20.36986224,0.248113217,0.487559958,0.495203395,0.102410151,0,0,0,0,37.5507,126.937,30.0464,0.8552,4945.837402,30,23.5
16,2017-08-17,26.9,21.3,61.5798111,90.70301056,27.88860763,23.24716826,4.26325798,52.58932773,0.270851616,0.422803618,0.414761877,0.040277615,0,0,0,0,37.4697,126.995,82.2912,2.2579,4896.68457,29.3,22.2
17,2017-08-17,27.1,20.4,61.90864944,88.89809418,28.11636896,22.79333757,4.161247621,76.43970152,0.300298966,0.505119402,0.390711283,0.104244808,0,0,0,0,37.6181,127.099,53.4712,0.697,4940.03125,29,21.3
18,2017-08-17,28.1,21.6,60.45445251,91.46602631,28.12056682,23.44373305,4.612425605,61.59672578,0.262846349,0.436270751,0.417821658,0.046774357,0,0,0,0,37.4832,127.024,56.4448,1.2313,4919.47168,30.5,23.4
19,2017-08-17,27.2,21.3,61.52703094,90.30617523,28.24446507,23.56977837,5.360707482,41.86614664,0.245172817,0.458011113,0.482703232,0.101579023,0,0,0,0,37.5776,126.938,75.0924,1.7678,4971.731445,30.3,23.1
20,2017-08-17,27.4,21.1,74.36470032,97.20366669,26.15202592,21.8017588,5.412168205,67.47453674,0.268310392,0.549238897,0.403436784,0.061887743,0,0,0,0,37.6181,127.004,146.554,4.7296,5026.276855,29.6,22.6
21,2017-08-17,28,21.5,52.64002228,86.57795715,29.86488273,24.00307333,4.895208965,12.14351247,0.272950197,0.506057381,0.404856788,0.123366498,0,0,0,0,37.5507,127.04,26.298,0.5721,4933.166992,30.1,23.8
22,2017-08-17,28,21.5,58.14741898,90.74744415,28.59576659,23.71077452,4.485971441,56.82100725,0.261786258,0.452282468,0.383170335,0.045184543,0,0,0,0,37.5102,127.086,21.9668,0.1332,4920.852051,30,23.8
23,2017-08-17,28.2,22.2,64.11974335,92.37628937,27.99858558,24.15121704,4.282261133,48.91929936,0.295628964,0.483738749,0.441677368,0.047996826,0,0,0,0,37.5372,126.891,15.5876,0.1554,4921.571777,30.8,23.7
24,2017-08-17,28.8,22.3,61.26641464,90.87198639,28.46412583,24.00475637,4.430039903,36.06242665,0.251178112,0.479797732,0.461983899,0.055702453,0,0,0,0,37.5237,126.909,17.2956,0.2223,4917.615234,30.3,24
25,2017-08-17,28,21.6,54.7942276,86.88130951,29.80521979,24.20909383,5.160240491,13.49649256,0.262821045,0.449124764,0.489051243,0.109778126,0,0,0,0,37.5237,126.97,19.5844,0.2713,4928.546875,30.4,24
1,2017-08-18,26.3,21.4,60.7138443,93.15583038,28.2364765,21.71139629,7.619222343,99.18272662,0.302727717,0.246376482,0.408781527,0.455212439,0,0,0.579740667,0.028136215,37.6046,126.991,212.335,2.785,5053.921387,26,20.8
2,2017-08-18,28.6,22.1,51.6818924,89.56142426,31.16780496,23.07547396,4.817793638,60.81631271,0.304509008,0.246838895,0.345973016,0.466565286,0,0,0.385904958,0.591347615,37.6046,127.032,44.7624,0.5141,4907.85791,27.6,21.4
3,2017-08-18,28.6,23.9,44.49998093,86.51939392,33.46056248,23.09741257,4.703796615,69.97467339,0.317294055,0.256770999,0.442846671,0.509934612,0,0,15.1380717,8.3503849,37.5776,127.058,33.3068,0.2661,4902.631348,28.1,22.7
4,2017-08-18,28.8,23.4,63.87361526,98.8514328,28.46305828,22.17005775,4.839865088,109.0356969,0.332255041,0.263930243,0.372979516,0.346455953,0,0,0.117400765,0,37.645,127.022,45.716,2.5348,4893.187988,28.6,22.9
5,2017-08-18,NaN,NaN,56.2543869,93.31642151,29.7300975,22.26653611,4.94995447,104.0582058,0.272957164,0.295014404,0.311028615,0.478951591,0,0,0,0.045157209,37.5507,127.135,35.038,0.5055,4891.550293,27.8,21.8
6,2017-08-18,29.4,24,48.10335922,87.81510162,30.84548826,22.97115266,5.372933835,68.03453167,0.248750394,0.262244749,0.395517555,0.453972976,0,0,0.391141971,1.281228965,37.5102,127.042,54.6384,0.1457,4905.316406,28.5,22.9
7,2017-08-18,29.7,23.7,58.39794922,87.3994751,29.12140135,23.5685037,5.594307423,113.4325267,0.307221326,0.225868681,0.432651931,0.379779302,0,0,0,0,37.5776,126.838,12.37,0.0985,4884.982422,28.5,23.9
8,2017-08-18,30.1,23.6,49.94883728,85.06729126,31.14164485,23.42960458,6.55712237,63.93524245,0.246529627,0.240001516,0.480304171,0.558754358,0,0,0,2.457713983,37.4697,126.91,52.518,1.5629,4887.505371,29.1,23.3
9,2017-08-18,29.9,22.8,56.47307205,87.30227661,29.74469456,23.14609558,6.043380469,96.8336217,0.27000863,0.233265592,0.383805717,0.434977875,0,0,0.001593437,0,37.4967,126.826,50.9312,0.4125,4915.333496,29.2,23
10,2017-08-18,28.7,21.7,53.74554825,89.89706421,29.25474861,22.04670227,6.68599697,60.44796022,0.220522356,0.272913229,0.462178431,0.480357241,0,0,0.880885477,0,37.4562,126.955,208.507,5.1782,4843.271973,27.8,20.8
11,2017-08-18,29.4,23.3,48.07224274,88.80529785,31.54666257,22.88821313,5.229265809,55.95955586,0.265601255,0.285006164,0.323832288,0.457834981,0,0,0.004524174,0.458708008,37.5372,127.085,28.7,0.6233,4908.635254,28.4,22.3
12,2017-08-18,29.5,22.5,42.21598434,86.12112427,32.25352859,22.528994,6.506481081,66.58262944,0.292220682,0.245985245,0.410836391,0.564042587,0,0,1.798826536,1.511934652,37.5507,126.988,132.118,0.5931,4951.879883,27.4,21.4
13,2017-08-18,29.8,24.2,48.77926254,87.85632324,32.45387997,22.59285272,4.75052617,80.59953753,0.312320287,0.258935384,0.424851228,0.554946748,0,0,0.452007294,2.030682524,37.5776,127.083,59.8324,2.6865,4883.164551,28.2,22.9
14,2017-08-18,29.2,23.4,43.74482727,82.00737,32.64392174,23.70549435,6.664900184,59.30742876,0.276487178,0.235369981,0.449154624,0.618329067,0,0,2.607149601,12.27896539,37.4967,126.927,30.968,0.618,4891.187012,28.6,23.4
15,2017-08-18,29.4,23.5,44.80361557,81.93675995,32.28592524,23.61772605,6.924836189,48.46620393,0.297038623,0.241228668,0.324755464,0.47556729,0,0,0.160037627,1.290890624,37.5507,126.937,30.0464,0.8552,4912.248535,28.6,22.9
16,2017-08-18,29.3,22.3,54.99625778,92.54004669,29.74110877,22.62893858,5.933036814,73.61706956,0.291544317,0.269484455,0.422125214,0.481926747,0,0,0.116382231,0.217756311,37.4697,126.995,82.2912,2.2579,4861.894043,28,21.9
17,2017-08-18,28.9,21.9,58.4749794,92.87101746,30.50179363,22.09121576,4.20692716,108.1117373,0.25651527,0.297016935,0.353235054,0.556227144,0,0,0.106606401,0.193128208,37.6181,127.099,53.4712,0.697,4906.118652,27.6,20.5
18,2017-08-18,29.6,23.5,54.1637001,90.91588593,29.8821953,22.81826718,5.273920278,82.43984246,0.240353029,0.290550644,0.395006899,0.464189191,0,0,0.099026074,0.596991817,37.4832,127.024,56.4448,1.2313,4885.207031,28.9,23.1
19,2017-08-18,30,23.3,50.29650879,82.90678406,31.18034266,23.35344986,7.163996319,60.12805955,0.314319274,0.233211675,0.33273399,0.382802978,0,0,0.019941555,0.239443445,37.5776,126.938,75.0924,1.7678,4938.088379,28.6,22.9
20,2017-08-18,28.5,22.7,67.20417023,98.46022797,28.50843585,21.59124307,6.390310129,91.2834427,0.296952641,0.249799775,0.528814911,0.398931266,0,0,7.112514704,0.000663614,37.6181,127.004,146.554,4.7296,4993.057617,27.7,22.2
21,2017-08-18,29.6,23.9,43.38188934,86.63639069,32.68475529,23.02777268,5.541043768,55.24592352,0.297604475,0.264596317,0.400304578,0.521712491,0,0,0.378902515,3.192629009,37.5507,127.04,26.298,0.5721,4899.439941,28.3,23.4
22,2017-08-18,29.4,23.9,52.88425446,91.52114868,30.13970642,23.03830872,4.714610646,67.60770615,0.227766855,0.284400062,0.339099939,0.430282007,0,0,0.004839225,0.04578651,37.5102,127.086,21.9668,0.1332,4886.967285,28.9,22.7
23,2017-08-18,29.9,23.8,51.07801056,82.34020996,30.40741307,23.79637688,6.697850962,73.57781871,0.299055557,0.235531207,0.303941155,0.438160221,0,0,0,0.200838347,37.5372,126.891,15.5876,0.1554,4887.75,29.1,24
24,2017-08-18,29.8,24,46.97827148,81.38394165,31.11075213,23.90376674,6.768131932,54.27863081,0.290019927,0.234084093,0.286307974,0.50122104,0,0,0.001727093,1.108038784,37.5237,126.909,17.2956,0.2223,4883.712891,29.4,24
25,2017-08-18,29.6,24,43.24643707,81.93797302,33.23437549,23.71689219,6.299418559,65.73095777,0.269389386,0.254650541,0.427183629,0.586677225,0,0,9.156937331,3.081360038,37.5237,126.97,19.5844,0.2713,4894.811523,28.7,23.4
1,2017-08-19,25.4,20.9,87.71611023,96.05701447,24.14358339,21.01768688,12.49080068,56.01305207,0.80006436,0.753101413,0.883320822,0.761981885,0.251808345,0.601094848,1.389826156,0.042870251,37.6046,126.991,212.335,2.785,5020.102051,23.3,20.2
2,2017-08-19,27,21.4,80.42021179,92.3207016,26.13158107,22.3692417,5.880798876,28.63141036,0.813762183,0.786677537,0.875981695,0.786026037,0.208615874,0.67858012,3.343768261,0.038321832,37.6046,127.032,44.7624,0.5141,4873.549805,24.1,21.4
3,2017-08-19,28,22.8,78.16368866,91.7506485,26.35327883,22.57824152,6.27876844,47.65776175,0.786308553,0.7800487,0.894144787,0.771078591,0.167662454,0.732886504,3.92257372,0.146830638,37.5776,127.058,33.3068,0.2661,4868.342285,25.4,21.8
4,2017-08-19,28.1,23,92.91069031,99.11773682,24.58341712,21.78992166,7.415013313,36.47705114,0.782485677,0.866534265,0.890897753,0.759072908,0.115798995,0.695448063,1.731185695,0.083223844,37.645,127.022,45.716,2.5348,4858.884766,25.9,21.8
5,2017-08-19,27.5,21.9,87.28938293,94.25202179,25.16853371,22.2667159,6.877615333,51.35031319,0.753506127,0.763960783,0.927421413,0.726199684,0.240052745,0.861207108,5.152187023,0.21230795,37.5507,127.135,35.038,0.5055,4857.075195,25,21.8
6,2017-08-19,28.3,23.1,79.9114151,91.01992035,26.53396904,22.72589794,7.363092422,62.92979129,0.755625217,0.778138475,0.906961724,0.705922234,0.293551449,1.06434417,3.821282261,0.288966015,37.5102,127.042,54.6384,0.1457,4870.81543,25.7,22.2
7,2017-08-19,28.2,23.9,81.58148956,91.6191864,26.20653837,22.80685682,8.819479803,90.09085385,0.787115764,0.746771895,0.831102005,0.71541929,0.225072215,0.533068757,0.006842705,0.01989275,37.5776,126.838,12.37,0.0985,4850.618164,26.5,22.3
8,2017-08-19,28.4,23.3,72.91516876,91.11116791,27.01778616,22.84976208,7.921570619,55.59627056,0.750028884,0.744645285,0.888409646,0.761330378,0.12732576,0.987349632,2.128696345,0.038756023,37.4697,126.91,52.518,1.5629,4852.797852,25,21.9
9,2017-08-19,28.6,23.2,78.79150391,93.22399902,26.14091658,22.6385481,9.02230372,55.42895603,0.775787839,0.751688427,0.828875903,0.733884773,0.11013296,0.900682673,0.085747189,0.056971217,37.4967,126.826,50.9312,0.4125,4881.014648,25.5,22.2
10,2017-08-19,27.4,20.9,79.56752014,91.94032288,25.28664733,21.74754933,10.24097033,35.35358349,0.767745289,0.743434236,0.850218435,0.725269075,0.282954239,1.539900988,3.341539998,0.080550338,37.4562,126.955,208.507,5.1782,4806.566406,24.7,21.7
11,2017-08-19,27.9,22.4,79.74694061,90.7177124,26.56915393,22.80745299,6.889280597,60.19728112,0.763644765,0.74971166,0.895209793,0.739057328,0.32791038,0.859792698,5.256219693,0.183073861,37.5372,127.085,28.7,0.6233,4874.494141,25.2,21.8
12,2017-08-19,27.3,21.5,76.96015167,91.73667145,25.92266507,22.00152783,9.418962916,53.37109149,0.808178696,0.773696413,0.876609857,0.73197096,0.167014802,0.697064742,2.241979226,0.030400282,37.5507,126.988,132.118,0.5931,4917.222168,24.1,20.7
13,2017-08-19,28.1,22.9,80.07137299,91.42177582,25.92017678,22.43051941,6.376364966,46.19077444,0.738260199,0.752898648,0.883308965,0.7473004,0.098887706,0.74240895,5.32755587,0.286414004,37.5776,127.083,59.8324,2.6865,4848.42334,25.6,22.1
14,2017-08-19,28.3,23.4,69.49625397,90.01579285,27.52268073,22.98788644,8.735637228,62.59251376,0.729086802,0.75858894,0.854632467,0.750602021,0.176691918,0.936035953,2.053962921,0.034042126,37.4967,126.927,30.968,0.618,4856.746582,24.5,22.1
15,2017-08-19,27.8,23.1,72.07177734,89.33654022,26.71403822,22.83329957,9.725528042,57.90184673,0.759005822,0.753297488,0.847429982,0.714744882,0.093052893,0.613862497,1.593120122,0.017214158,37.5507,126.937,30.0464,0.8552,4878.130371,25.8,21.9
16,2017-08-19,27.5,21.9,82.14565277,93.26980591,25.76804419,22.37508359,8.553425829,47.96040638,0.74863861,0.757690128,0.859752347,0.66769019,0.358856941,1.677944342,3.563014528,0.167653451,37.4697,126.995,82.2912,2.2579,4826.579102,24.8,21.8
17,2017-08-19,27.5,20.7,87.18308258,92.89221954,24.94910379,22.17101016,5.696163942,31.33814704,0.790395206,0.767986003,0.924473259,0.725073978,0.102754754,0.721580177,5.297688457,0.262021694,37.6181,127.099,53.4712,0.697,4871.677246,24.4,21.3
18,2017-08-19,28.6,23.2,84.05427551,91.86895752,25.87758142,22.67982264,7.245136738,50.84242129,0.747106496,0.76134197,0.908254173,0.67594052,0.368168445,1.464028805,3.720154207,0.279379596,37.4832,127.024,56.4448,1.2313,4850.415527,25.9,22.4
19,2017-08-19,27.5,23,77.87112427,89.85733795,26.50164974,22.38344991,10.54183175,66.6523428,0.756352812,0.718432331,0.830160101,0.676849706,0.163308586,0.537356782,0.710404046,0.018077361,37.5776,126.938,75.0924,1.7678,4903.913574,25.6,21.7
20,2017-08-19,27.5,22.4,92.45193481,99.20850372,24.08109993,21.25416331,10.36787794,35.13918475,0.843556749,0.89111844,0.928495728,0.799727612,0.235203907,0.671522191,1.706064363,0.0650568,37.6181,127.004,146.554,4.7296,4959.31543,25.3,21.5
21,2017-08-19,28,23.5,77.48500061,91.24839783,27.02288314,22.74153562,7.300631046,56.38951391,0.806596225,0.789278389,0.899705281,0.741061508,0.260805411,0.757429226,3.253543756,0.154866149,37.5507,127.04,26.298,0.5721,4865.184082,26,22.1
22,2017-08-19,28.3,22.8,82.13122559,91.92873383,26.15819279,22.81747031,6.575578908,62.91931661,0.789632414,0.751047287,0.896904177,0.745277091,0.279210014,0.998910765,4.076825125,0.138028438,37.5102,127.086,21.9668,0.1332,4852.554199,26.2,22.5
23,2017-08-19,29,24.1,73.37644959,90.39509583,26.7584729,23.04627568,8.86211586,68.28436041,0.768056393,0.75604282,0.839377362,0.7091509,0.052646055,0.673200692,0.464808363,0.028348658,37.5372,126.891,15.5876,0.1554,4853.400391,26.4,22.2
24,2017-08-19,29.2,24,72.30131531,90.09373474,27.02190448,23.08768883,8.57744652,63.78450203,0.750683275,0.766435066,0.850284143,0.728599881,0.076731962,0.721235944,1.328644347,0.026391396,37.5237,126.909,17.2956,0.2223,4849.283203,26.4,22.4
25,2017-08-19,28.7,23.5,73.22749329,89.2325058,27.26619037,23.06038148,9.050612092,60.31467911,0.773470771,0.766330518,0.866282302,0.732681909,0.13291961,0.839169862,2.353064419,0.033444594,37.5237,126.97,19.5844,0.2713,4860.547363,26.2,22.2
1,2017-08-20,23.3,20.3,84.76978302,95.72853851,26.39191993,22.55839782,10.28532018,49.03735336,0.781807545,0.648207771,0.580280915,0.415193438,1.361945647,0.044097667,1.076426828,0,37.6046,126.991,212.335,2.785,4985.76123,26.6,21.6
2,2017-08-20,23.6,21.4,74.47286224,92.23741913,28.55155006,23.69339341,8.325926483,36.92549547,0.798759896,0.665501951,0.48471567,0.43815207,1.023628067,0.11266609,3.99022954,0,37.6046,127.032,44.7624,0.5141,4838.724609,28.6,22.8
3,2017-08-20,25.4,22,72.49918365,91.69612122,28.63097549,23.83617133,8.822778523,62.38802318,0.682071776,0.637581492,0.548137694,0.476557271,2.433211101,0.134277046,4.091139063,0,37.5776,127.058,33.3068,0.2661,4833.543945,29.3,23.4
4,2017-08-20,25.5,22,83.0898819,98.60292053,27.71105449,23.04534297,9.084688822,71.72772326,0.862587142,0.652382298,0.440100509,0.265175267,1.96434108,0.123276273,0.776808783,0,37.645,127.022,45.716,2.5348,4824.056641,29.5,23.4
5,2017-08-20,25,21.9,84.73749542,95.46685791,27.84605111,23.6359829,8.820574443,59.01353474,0.768727569,0.60867907,0.815159426,0.518500556,1.297794111,0.059223885,4.80761682,0,37.5507,127.135,35.038,0.5055,4822.092285,28.8,23.3
6,2017-08-20,25.7,22.2,77.58016205,90.31272125,27.9547702,24.01444501,8.904760321,65.82081608,0.698934253,0.617123452,0.608868297,0.460032787,1.746239423,0.128933728,5.469018653,0,37.5102,127.042,54.6384,0.1457,4835.805664,29.2,23.8
7,2017-08-20,26.5,22.3,79.25778961,93.85181427,27.97249384,24.21763636,9.423058728,75.89763522,0.71943149,0.629028838,0.469784094,0.327561736,0.26225091,0,0,0,37.5776,126.838,12.37,0.0985,4815.746094,28.6,24.1
8,2017-08-20,24.9,22,76.46632385,91.46446991,28.05382862,24.37290353,10.23346808,69.45565144,0.655391491,0.536532374,0.645292153,0.405220962,0.491367345,0.130567911,1.631514472,0,37.4697,126.91,52.518,1.5629,4817.585449,28.8,23.2
9,2017-08-20,25.6,22.2,78.37915039,93.39227295,28.0715262,23.90684227,10.02440622,65.05991666,0.694421779,0.609739638,0.500633229,0.308936114,0.177304,0.007150317,0,0,37.4967,126.826,50.9312,0.4125,4846.185547,29.1,23.5
10,2017-08-20,24.7,21.8,79.87032318,91.72194672,27.14151412,23.59481498,12.21148703,39.84214942,0.606105441,0.539986159,0.678738667,0.422450159,0.520371914,0.261769685,2.176837708,0,37.4562,126.955,208.507,5.1782,4769.366211,27.7,23.1
